"CUISINE_ID","DISH_LIKED","CUISINES"
238,"Rava Idli, Filter Coffee, Ghee Masala Dosa, Badam Halwa, Upma, Raita, Rasam Rice","South Indian"
239,"Burgers, Chicken Fries, Hot Wings","Fast Food, Burger, Pizza"
240,"Garlic Bread, Pasta","Pizza"
241,"Pizza, Mocktails","Fast Food, Chinese"
484,"Raita, Dum Biryani, Chicken Kebab Biryani","Biryani, Kebab"
485,"Fruit Truffle, Tiramisu Cake, Cheesecake, Chocolate Truffle, Brownie, Chocolate Cake, Sandwiches","Bakery, Desserts"
486,"Sandwich, Salad","Salad, Fast Food"
487,"\N","Fast Food, Hot dogs"
488,"\N","Continental, Desserts, Italian, Japanese, Mexican, North Indian, South Indian"
489,"\N","Fast Food, Kerala, Mangalorean, Seafood, South Indian"
490,"Beer, Cocktails, Nachos, Pizza, Tiramisu, Pork Ribs, Stout","Continental, Finger Food"
491,"Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Mocktails","American, Cafe, Continental"
492,"\N","Fast Food, Burger, Rolls, Salad"
493,"\N","North Indian, Chinese, South Indian, Mughlai"
494,"Burgers, French Fries, Big Daddy Burger, Maggi, Sweet Corn Pizza, Omelette, Sandwich","Fast Food, Pizza"
495,"Kulcha, Samosa Chaat, Panipuri, Sev Puri, Chai, Filter Coffee, Aloo Tikki Chole","Street Food, Mithai"
496,"Paneer Tikka, Chicken Popcorn, Bheja Fry, Brain Fry, Ghee Rice, Jumbo Shawarma, Biryani","North Indian, Mughlai, South Indian, Chinese"
497,"Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Donut, Brownie","Cafe, Bakery"
498,"\N","North Indian, South Indian, Kerala"
499,"Spring Roll, Kheer, Chilli Paneer","North Indian, Chinese, Biryani"
500,"Tea, Chocolate Bomb, Waffles, Fries, Pasta Alfredo, Mocktails, Burgers","Cafe, Italian, Desserts"
501,"Pork Momo, Sea Food, Manchow Soup, Chicken Noodle, Chilli Basil Chicken","Chinese, Thai, Momos"
502,"\N","Fast Food, Steak"
503,"Set Dosa, Thali, Masala Dosa, Roti, Idli, Vada","South Indian, North Indian, Chinese"
504,"Chicken Grill, Ghee Rice, Chicken Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Kebab, Naan","Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala"
505,"Faluda, Chocolate Fudge, Brownie Fudge, Death By Chocolate, Sandwich, Waffles, Crepe","Desserts, Ice Cream, Beverages, Sandwich"
506,"Noodles, Wonton Soup, Spring Roll, Crispy Noodle, Chop Suey, Beijing Chicken, Chowmein","Chinese, Thai"
507,"\N","Fast Food, Hyderabadi"
508,"Burgers, Oreo Mcflurry, French Fries, Mcspicy Chicken Burger, Cheesy Fries, Paneer Pockets, Tikki","Burger, Fast Food"
509,"Biryani","Andhra, North Indian, Biryani, Beverages"
510,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Bruschetta Bites, Sandwich","Cafe, Beverages"
511,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra"
512,"\N","North Indian, Arabian, Fast Food"
513,"Mocktails, Pasta Alfredo, Nachos, Veggie Pizza, Hot Chocolate, Noodles, Brownie Shake","Cafe, Continental, Italian"
514,"Biryani, Rolls, Firni, Chicken Roll, Mutton Pasanda, Mutton Kasha, Mutton Rezala","North Indian, Mughlai, Biryani"
515,"Chocolava Cake, Veggie Pizza, Exotic Garlic Bread, Pepperoni, Bbq Chicken Pizza, Brownie Chocolate","Pizza"
516,"Burgers, Chicken Popcorn, Zinger Burger, French Fries","Burger, Fast Food"
517,"Sweet Lassi, Faluda, Mango Lassi, Kesar Badam Kulfi, Pudina Lassi, Fruit Juices, Triple Sundae","Beverages"
518,"Rolls, Cinnamon Roll, Cinnamon Bun","Beverages, American, Bakery"
519,"Coffee, Raj Kachori, Idli, Vada, Tea, Masala Dosa, Chaat","South Indian, North Indian, Chinese, Street Food, Fast Food"
520,"Misal Pav, Vada Pav, Buttermilk, Dabeli, Sabudana Vada, Shrikhand, Sabudana Khichdi","Maharashtrian"
782,"\N","North Indian, Healthy Food, Beverages"
783,"Tomato Basil Soup, Mushroom Soup, Veg Supreme Pizza, Masala Lemonade, Creamy Mushroom Pasta, Garlic Bread Stick","Pizza, Fast Food"
784,"Lassi, Punjabi Chicken, Tandoori Chicken, Paratha, Butter Chicken, Aloo Tikki, Dahi Bhalle","North Indian"
785,"Pav Bhaji, Filter Coffee, Onion Dosa, Rava Dosa, Mysore Pak, Vada, Filter Kaapi","South Indian, North Indian, Chinese, Street Food"
786,"Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Mutton Biryani, Prawn Ghee Roast","Seafood, Mangalorean"
787,"Sandwiches, Rolls, Coffee, Burgers, French Fries","Cafe, Beverages"
788,"Sushi, Bibimbap, Katsu Curry, Noodles, Chicken Gyoza","Asian, Japanese, Korean, Thai, Sushi"
789,"Paneer Tikka, Chilli Chicken, Pizza, Mocktails, Chowmein, Pasta Alfredo, Tandoori Aloo","Continental, Mexican, Chinese, North Indian"
790,"\N","Chinese, Mughlai"
791,"\N","North Indian, Chinese, Arabian, Juices"
792,"Fish, Daab Chingri, Luchi, Chicken Rezala, Plain Rice, Kosha Mangsho, Mochar Ghonto","Bengali"
793,"Pizza, Pasta, Peri Peri Chicken Burger, Garlic Bread, Crispy Corn","Continental, Burger, Salad, Pizza, Beverages"
794,"Biryani, Shawarma, Pepper Chicken, Tandoori Roti, Butter Chicken, Ghee Rice","Mughlai, Chinese"
795,"Burgers, Cheesy Fries, Chicken Wings, Veg Burger, Veg Whopper","Burger, Fast Food, Beverages"
796,"Appam, Tea, Chicken Curry, Kadala Curry, Fish, Egg Curry, Idiyappam","Kerala, South Indian, Biryani"
797,"Rice Bowl, Paneer Zinger Burger, Burgers, Crispy Chicken, Chicken Boneless Strips","Burger, Fast Food"
798,"Chocolate Cake","Bakery"
799,"Friendly Staff","North Indian, Continental, Chinese"
800,"\N","Biryani, North Indian, Mughlai, Fast Food"
801,"Vegetable Biryani, Hyderabadi Biryani, Paneer Tikka, Basmati Rice, Raita, Chicken Biryani, Dum Biryani","North Indian, Chinese"
802,"Hot Chocolate Fudge, Cashew Fudge, Vanilla Ice Cream, Thick Shakes, Brownie, Apple Crumble, Ice Cream Sundae","Ice Cream, Desserts"
803,"Burgers, Fries, Chicken Wings","Fast Food, Burger"
804,"Masala Prawn, Mutton Kosha, Thali, Fish Cutlet, Mutton Curry, Luchi, Fish Finger","Bengali"
805,"Rice, Filter Coffee, Biryani, Masala Poori","South Indian, North Indian, Chinese, Street Food"
806,"\N","North Indian, Seafood, Mangalorean"
1110,"Nachos, Churros, Burrito Bowl, Tacos, Enchiladas, Quesedillas, Salads","Mexican"
1111,"Thick Shakes, Chocolate Hazelnut, Chocolate Oreo, Milk Shake, Thick Milkshake","Desserts, Beverages, Ice Cream"
1112,"Burgers, Tandoor Chicken Burger, Cheesy Italian Fries, Chocolate Shake, Cheesy Chicken Fries, Whopper Burger, Chicken Whopper","Burger, Fast Food, Beverages"
1113,"Masala Dosa, Filter Coffee, Vada, Kali Dosa, Rava Idli, Carrot Halwa, Khali Dosa","South Indian"
1114,"Masala Lassi, Paneer Tikka Masala, Jeera Rice, Dal Makhani, Matar Paneer, Chicken Irani, Rajma","North Indian"
1115,"Gulab Jamun, Paneer Biryani","Biryani"
1116,"Panipuri, Samosa, Pav Bhaji, Rasmalai","Mithai, Street Food"
1117,"Butter Chicken, Shawarma Roll, Chicken Shawarama, Chicken Grill, Rolls, Al Faham Chicken, Biryani","North Indian, Chinese"
1118,"Fried Fish, Paratha, Vegetable Stew, Appam, Chicken Biryani, Chicken Curry, Sea Food","Kerala, South Indian, North Indian, Chinese"
1119,"Burgers, Cocktails, Beef Patty, Chaap, Kulcha, French Fries, Chicken Burger","Continental, Burger, BBQ"
1120,"Pasta, Tomato Soup, Salad, Kulcha, Chaat, Kulfi, Panipuri","North Indian, Chinese"
1121,"Salads, Wheat Beer, Craft Beer, Pepperoni Pizza, Prawn Ghee Roast, Cocktails, Curry Leaf Chicken","Finger Food, Continental, Seafood"
1122,"Cheesecake, Chocolate Decadence, Chocolate Fantasy, Lava Cake, Chocolava Cake, Chocolate Cake, Red Velvet Cake","Bakery, Desserts"
1123,"Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Chicken Shawarama, Haleem","Arabian, North Indian, Chinese, Seafood, Biryani, Beverages"
1124,"Rolls, Chicken Egg Roll, Aloo Paratha, Sattu Paratha, Paneer Roll","North Indian, Fast Food, Rolls"
1125,"Pasta, Coffee","Indonesian, Thai, Vietnamese, Asian, Chinese, Continental, Malaysian"
1126,"\N","Andhra, Hyderabadi, Chinese"
1127,"Pav Bhaji, Filter Coffee, Onion Dosa, Rava Dosa, Mysore Pak, Vada, Filter Kaapi","South Indian, North Indian, Street Food"
1128,"Shawarma, Chicken Grill, Tandoori Chicken, Chicken Curry, Naan, Butter Chicken, Kheer","North Indian, Mughlai, Chinese"
1129,"\N","North Indian, South Indian, Andhra, Chinese"
1130,"Masala Dosa, Idli, Coffee, Vada, Set Dosa","South Indian, North Indian, Chinese"
1131,"Chicken Chowmein, Chicken Manchow Soup, Clear Soup, Momos, Fried Noodles, Chop Suey, Spring Roll","Chinese, Thai, Momos, Vietnamese"
1132,"Biryani, Chicken Grill, Shawarma Roll, Tandoori Chicken, Rumali Roti, Pulpy Grape Juice, Brosted Chicken","North Indian, Kebab, Chinese, Fast Food"
1133,"Pizza, Chaat, Mocktails, Salads, Sunday Brunch, Omelette, Breakfast Buffet","South Indian, Asian"
1134,"\N","Kerala, Biryani, Seafood, North Indian, Chinese"
1135,"Wings, Lime Soda, Manchow Soup, Biryani, Fried Rice, Chop Suey, Tandoori Roti","Andhra, Seafood, North Indian, Chinese"
1136,"Waffles, Chocolate Truffle Sensation, Chocolate Icecreams, Brownie","Ice Cream, Desserts"
1137,"Pav Bhaji, Chaat, Panipuri, Grilled Sandwich, Hot Dog, Bhel Puri, Masala Poori","North Indian, South Indian, Chinese, Desserts, Street Food"
1138,"Malabar Fish Curry, Appam, Idiyappam, Sea Food, Fish Fry, Thali, Ghee Rice","South Indian"
1139,"\N","North Indian, Beverages, Juices"
1140,"Malai Kulfi, Kesar Pista","Ice Cream"
1331,"Neer Dosa, Murgh Ghee Roast, Sea Food, Crab Fry, Fry Prawns, Biskoot Roti, Prawn Curry","Konkan, Mangalorean, Seafood"
1332,"\N","North Indian, South Indian, Street Food, Chinese"
1333,"Burgers, Chicken Bucket, Rolls, Chicken Fries","Fast Food, Burger"
1334,"Wine, Asparagus Soup, Creme Brulee, Pasta, Ravioli, Tiramisu, Primavera","French, Italian"
1335,"Butter Chicken, Kadhai Murgh, Rajma Chawal, Kadhai Paneer, Makke Ki Roti, Sweet Lassi, Dal Makhani","North Indian, Mughlai"
1336,"Appam, Chicken Biryani, Butter Naan","Chettinad, South Indian"
1337,"Pizza Burger, Garlic Bread, Chocolava","Pizza, Fast Food"
1338,"\N","Kebab, North Indian, Chinese"
1339,"Burgers, Chocolate Cake","Bakery"
1340,"\N","Kebab, Fast Food"
1341,"Salads, Noodles, Salad, Pizza, Pasta, Mousse, Sandwiches","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger"
1342,"Fish Fry","North Indian, Chinese"
1343,"Lassi, Jeera Rice, Sattu Paratha","North Indian"
1344,"Pizza, Chicken Burger, Wheat Beer, Chips, Craft Beer, Stout, Peri Peri Fries","Continental, North Indian, South Indian, Italian"
1345,"Chilli Chicken, Chicken Tikka, Paneer Biryani, Mutton Biryani, Hyderabadi Chicken Biryani, Vegetable Biryani, Lemon Chicken","Biryani, North Indian"
1346,"Lassi, Thali, Biryani, Pav Bhaji, Chole Bhature, Gulab Jamun, Veg Kolhapuri","North Indian, Biryani, Chinese, Street Food"
1347,"Salads, Chicken Soup, Fish, Curd Rice, Dal Tadka, Brownie Chocolate, Tomato Soup","North Indian, Chinese, Continental"
1348,"Chocolate Icecreams, Waffle Cone","Ice Cream, Beverages"
1349,"Thick Shakes, Choco Hazelnut, Chocolate Hazelnut Shake","Beverages, Desserts, Ice Cream"
1350,"\N","North Indian, Chinese, Andhra, Seafood"
1351,"\N","Healthy Food, North Indian, Biryani"
1352,"\N","Hyderabadi, Biryani, South Indian, Andhra, Beverages"
1353,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Hyderabadi Chicken, Chicken Roll","North Indian, Chinese"
1354,"Mango Lassi, Dhokla, Khichda, Kesaria Lassi, Rajdhani Thali, Rabri, Buttermilk","North Indian"
1355,"Filter Coffee, Chilli Babycorn, Pav Bhaji, Pongal, Paneer Tikka, Onion Rava Dosa, Chaat","South Indian, North Indian, Chinese, Street Food"
1356,"Samosa, Badam Milk","Mithai, Street Food"
1357,"Wine, Potato Salad, Risotto, Bibimbap, Lamb","Continental, European, Asian, Seafood, Spanish"
1358,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Pizza, Cocktails","Chinese, Continental, North Indian"
1359,"Doi Murgi","Bengali, North Indian, Chinese"
1360,"Watermelon Juice, Malai Kulfi","Juices, Fast Food"
1361,"Rolls, Tea, Veggie Wrap, Chicken Wrap, Omelette, Biryani","North Indian, Biryani, Fast Food"
1579,"Pane Pizza, Garlic Bread, Thin Crust Pizza, Paneer Pizza, Pepperoni, Pasta","Pizza"
1580,"Choco Fudge Brownie, Hot Chocolate, Lychee Sundae, Sandwiches, Ice Cream Pizza","Ice Cream, Desserts, Beverages, Sandwich"
1581,"Dal Makhani, Roti, Adrak Ke Panje, Mocktails, Paratha, Lal Maans, Paneer Malai Tikka","Mughlai, Biryani, North Indian"
1582,"Masala Dosa, Idli, Vada, Filter Coffee","South Indian, North Indian, Chinese, Street Food"
1583,"Noodles, Thukpa, Chowmein, Beef Momos, Veg Momos, Cheese Momos","Chinese, Tibetan, Momos"
1584,"Wine, Dumplings, Set Menu, Chicken Dim Sum, Tom Kha Soup, Prawn Crackers, Fish","Thai, Japanese, Chinese"
1585,"Mocktails, Tomato Soup, Nachos, Pasta, Potli Biryani, Palak Chaat, Lassi","North Indian, Continental"
1586,"Buttermilk, Thali, Brinjal Curry, Salad, Jowar Roti, Chilli Bhajji","South Indian"
1587,"Butter Chicken, Dal Makhani, Biryani","North Indian, Mughlai, Chinese"
1588,"Thick Shakes, Chocolate Hazelnut, Chocolate Oreo, Milk Shake, Thick Milkshake","Beverages, Desserts, Ice Cream"
1589,"Chicken Grill, Shawarma Roll, Biryani, Pulpy Grape Juice, Paratha, Chicken Shawarama, Chicken Tikka","North Indian, Kebab, Chinese, Fast Food"
1590,"Poha, Burgers, Maggi, Sandwiches, Cheese Burger, Aloo Sandwich","Fast Food, North Indian"
1591,"Rainbow Pastry, Cheesecake, Brownie, Fruit Cake, Rainbow Cake, Pie, Sandwiches","Desserts, Bakery"
1592,"Dal Makhani, Roti, Panneer Butter Masala, Lassi, Kulcha, Masala Papad, Butter Chicken","North Indian, Chinese"
1593,"Butter Chicken, Rolls, Railway Mutton Curry, Panneer Butter Masala, Chole Bhature, Roti, Palak Paneer","North Indian, Mughlai"
1594,"Ginger Tea, Masala Tea, Banana Cake, Poha, Samosa, Vada Pav, Sandwiches","Tea, Fast Food, Beverages, Sandwich"
1595,"Punjabi Lassi, Patiyala Lassi, Sweet Lassi, Mango Lassi, Sandwich","Beverages"
1596,"Gulab Jamun, Raita, Mutton Biryani","Biryani"
1597,"Pizza, Pasta Carbonara, Omelette, Salad, Mojito, Lasagne, Sandwich","European, French, Salad"
1598,"Smoothie Chocolate, Hot Chocolate Fudge, Vanilla Ice Cream, Nachos, Waffles, Garlic Bread","Desserts, Ice Cream"
1599,"Chole Bhature, Rasmalai, Chaat, Rasgulla, Pav Bhaji, Kaju Katli, Samosa","Mithai, Fast Food"
1600,"Cup Cake, Chocolate Truffle","Desserts"
1601,"Pizza","Finger Food"
1602,"Tandoori Chicken, Chicken Sukha, Chicken Biryani, Dal Makhani, Neer Dosa, Mutton Biryani, Paneer Tikka Masala","North Indian, South Indian, Chinese, Seafood"
1603,"Hot Chocolate Fudge","Ice Cream, Desserts, Beverages, Sandwich"
1604,"Sandwiches, Veg Burger, Pizza Sandwich, Burgers, French Fries, Wedges, Club Sandwich","Fast Food"
1605,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake","Cafe, Bakery, Beverages"
1606,"Fries, Whole Meat Shawarma","Arabian"
1607,"Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Haleem, Sea Food","Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages"
1608,"Sea Food, Anjal Masala Fry, Fish Curry, Thali, Neer Dosa","Mangalorean, Seafood, North Indian"
1609,"Hot Chocolate Fudge, Apple Cake, Almond Fudge, Banana Split, Fudge Cake, Chocolate Sundae, Creamy Vanilla Ice Cream","Ice Cream, Desserts"
1610,"Filter Coffee, Rava Dosa, Masala Dosa, Tea, Pav Bhaji, Manchurian, Dahi Vada","South Indian, North Indian, Chinese, Street Food"
1611,"\N","Continental, Fast Food, Chinese, Burger"
1612,"Chicken Biryani, Raita, Mutton Biryani","Biryani"
1613,"Paan Shot, Carrot Halwa, Apple Jalebi, Andhra Meal, Dal Makhani, Mutton Roganjosh, Gajar Ka Halwa","North Indian, Andhra"
2779,"Biryani, Cocktails, Pasta, Peri Peri Chicken, Mocktails, Paneer Tikka Masala, Pizza","Continental, Finger Food, North Indian, Chinese"
2780,"Masala Dosa","South Indian, North Indian, Chinese"
2781,"Vada, Masala Dosa, Kharabath, Filter Coffee, Kesari Bath, Idli Sambar","South Indian"
2782,"Nutella Brownie, Fruit Ice Cream, Ferrero Rocher Ice Cream, Chocolava, Hot Chocolate Fudge, Mango Ice Cream, Waffles","Desserts, Beverages"
2783,"\N","Beverages, Fast Food"
2784,"\N","Finger Food, North Indian, Seafood, Mangalorean, Chinese"
2785,"Chocolate Lollipop, Chocolate Biscuit, Fire Shots, Sangria, Chocolate Ganache, Paneer Makhani, Corn Fry","North Indian, European, Mediterranean"
2786,"\N","Healthy Food, North Indian"
2787,"Murgh Ghee Roast, Mutton Biryani, Buttermilk, Andhra Meal, Thali, Chilli Chicken, Prawn","Andhra, North Indian, Chinese, Biryani"
2788,"\N","Chinese, Street Food"
2789,"\N","American, Fast Food"
2790,"Salads, Shitake Mushrooms, Noodles, Dumplings, Nasi Goreng, Crispy Corn, Vegetarian","Malaysian, Thai, Singaporean, Asian, Chinese, Momos"
2791,"Idli, Vada, Coffee, Masala Dosa, Masala Poori","South Indian, North Indian, Chinese"
2792,"\N","North Indian, Arabian, Chinese"
2793,"Naan, Mutton Biryani","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls"
2794,"Lassi, Punjabi Chicken, Paratha, Kadhai Murgh, Butter Naan, Lemon Chicken, Roti","North Indian"
2795,"Burgers","Fast Food, Beverages"
2796,"Thali, Thepla, Gulab Jamun, Masala Lassi, Rice, Gujarati Food, Roti","North Indian, Gujarati"
2797,"Momos, Thukpa, Noodles, Nepali Thali, Chicken Momo, Chilli Momo","Nepalese, Tibetan, Momos"
2798,"\N","Rolls, North Indian, Fast Food"
2799,"Nutella Pancakes","Desserts, Ice Cream"
2800,"Rolls, Biryani, Butter Chicken, Chicken Manchurian Roll","North Indian, Mughlai, Rolls, Fast Food"
2801,"Saffron Pilaf, Banana Chips, Cheesecake, Tender Coconut Ice Cream, Paratha, Begun Pora, Mocha Chingri","North Eastern"
2802,"Beef Biryani, Chicken Biryani, Chicken Kebab, Mutton Biryani, Beef Kabab, Paratha, Ghee Rice","North Indian, Biryani"
2803,"\N","Salad, Asian, Continental, Healthy Food"
2804,"\N","Bakery, Beverages"
2805,"Seekh Kebab, Paneer Tikka, Beer, Fish Tikka, Kala Jamun, Biryani, Long Island Iced Tea","Continental, North Indian, Chinese"
2806,"Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak","American, Continental, Steak, Salad"
2807,"Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges","Continental, North Indian"
2808,"Roti, Cocktails, Chicken Biryani, Paratha, Dahi Ke Kabab, Jalebi, Chicken Tikka","Modern Indian"
2809,"Breakfast Buffet, Salads","North Indian, Continental, Chinese"
2810,"\N","Biryani, South Indian, North Indian, Chinese, Mughlai"
2811,"\N","Andhra, Biryani, North Indian"
2812,"Biryani, Tea, Rice, Appam","South Indian, North Indian"
2813,"Buttermilk, Thali, Breakfast Buffet, Vada, Pongal","South Indian"
2814,"\N","Mangalorean, North Indian, Chinese"
2815,"\N","South Indian"
2816,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti","Cafe, Continental, European, Juices"
2817,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani","Andhra, Biryani, North Indian, Chinese"
2818,"\N","North Indian, Chinese, Italian"
2819,"\N","Fast Food, Desserts, Rolls"
2820,"\N","South Indian, North Indian, Chinese"
2821,"\N","Bengali, North Indian"
2822,"Pizza, Pasta, Waffles, Sandwich, Apple Pie, Sandwiches, Burgers","Italian, Fast Food"
2823,"\N","Rolls"
2824,"\N","North Indian, South Indian, Chinese, Continental"
2825,"\N","Chinese, North Indian, Biryani"
2826,"Biryani","North Indian, Fast Food, Street Food"
2827,"Noodles","Chinese, Thai"
2828,"Spring Roll, Chicken Lollipop, Chaap, Momos, Lamb, Chicken Manchow Soup, Hakka Noodles","Chinese, Momos"
2829,"\N","Fast Food, Sandwich, Beverages"
2830,"\N","Fast Food, Desserts, Beverages"
2831,"\N","Rolls, Lebanese"
2832,"Salads, Cocktails, Hazelnut Cake, Pepperoni Pizza, Mocktails, Calamari, Risotto","Mediterranean, European, Salad"
2833,"Cocktails, Burgers, Nachos, Sandwiches, Butterfly Chicken, Pizza, Dabeli","American, Asian, European, North Indian"
2834,"Filter Coffee, Kesari Bath, Curd Rice, Idli Vada, Crispy Masala Dosa, Masala Tea, Thick Coconut Chutney","South Indian, Chinese"
2835,"\N","Healthy Food, Juices"
2836,"\N","Healthy Food, Beverages"
2837,"\N","South Indian, North Indian, Chinese, Beverages"
2838,"\N","Kerala, South Indian, Biryani"
2839,"Rooftop Ambience","North Indian, Kerala, Chinese, Biryani, Seafood, South Indian"
2840,"Butter Kulcha, Rolls, Brownie, Mutton Biryani, Butter Chicken, Shawarma, Rumali Roti","Mughlai, Fast Food"
2841,"Noodles, Roast Pork, Biryani, Manchow Soup, Pork Ribs, Butter Garlic Prawns, Crispy Honey Chilli Chicken","Chinese"
2842,"Pizza, Pasta, Garlic Bread, Veg Burger, Wine, Minestrone Soup, Chocolate Cake","Italian, Pizza, Fast Food, Salad"
2843,"Paratha, Rolls, Roti","North Indian, Chinese, Rolls"
2844,"\N","North Indian, Biryani, Chinese, Arabian"
2845,"Falafel, Shawarma, Chicken Shawarama, Salad, Whole Wheat Pita, Middle Eastern Food, Pizza","Lebanese"
